name,rating,reviews,type,url,image_url
Kasbah Of Le Kef,4.1,(7),4.1,https://www.tripadvisor.com/Attraction_Review-g946559-d19402225-Reviews-Kasbah_Of_Le_Kef-Le_Kef_Le_Kef_Governorate.html,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/02/bb/e1/kasbah-of-le-kef-pohled.jpg?w=600&h=-1&s=1
Musee Des Arts Et Traditions Populaires,4.0,(1),4.0,https://www.tripadvisor.com/Attraction_Review-g946559-d19354814-Reviews-Musee_Des_Arts_Et_Traditions_Populaires-Le_Kef_Le_Kef_Governorate.html,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/19/f3/d9/cb/le-kef-musee-des-arts.jpg?w=600&h=-1&s=1
